ticker,roachange
VISG,Slight Decrease
VISI,Moderate Increase
VISL,Moderate Decrease
VISN,Moderate Decrease
VIST,Stable
VISX,Significant Decrease
VITA,Slight Increase
VITC,Moderate Increase
VITK,Moderate Decrease
VITL,Significant Increase
VITR,Moderate Increase
VITX,Significant Decrease
VIV,Significant Decrease
VIVE,Significant Decrease
VIVI,Significant Decrease
VIVK,Moderate Increase
VIVO,Moderate Decrease
VIX,Stable
VIXL,Slight Increase
VIZ,Moderate Increase
VIZY,Significant Decrease
VJAC,Moderate Decrease
VJET,Significant Decrease
VKNG,Slight Decrease
VKSI,Significant Decrease
VKTX,Significant Decrease
VL,Moderate Decrease
VLAB,Significant Increase
VLC,Significant Increase
VLCC,Moderate Decrease
VLCM,Moderate Decrease
VLCN,Significant Increase
VLCT,Slight Decrease
VLD,Moderate Decrease
VLDR,Significant Increase
VLE,Slight Decrease
VLFG,Moderate Increase
VLG,Slight Decrease
VLGC,Significant Decrease
VLGE,Significant Increase
VLGEA,Stable
VLID,Moderate Increase
VLIS,Significant Increase
VLLY,Stable
VLM,Significant Increase
VLN,Slight Increase
VLNC,Moderate Decrease
VLNT,Significant Decrease
VLO,Moderate Increase
VLRX,Slight Decrease
VLSI,Moderate Decrease
VLTC,Significant Decrease
VLTR,Moderate Decrease
VLTS,Stable
VLVL,Significant Increase
VLY,Slight Decrease
VM,Slight Increase
VMC,Slight Increase
VMDC,Significant Decrease
VMED,Slight Increase
VMEM,Significant Decrease
VMEO,Significant Increase
VMI,Slight Increase
VMIX,Moderate Decrease
VMLPZ,Significant Decrease
VMRK,Moderate Increase
VMRX,Significant Increase
VMSI,Moderate Decrease
VMW,Stable
VMXI,Slight Increase
VNA,Moderate Increase
VNBC,Moderate Decrease
VNBK,Slight Decrease
VNBP,Slight Decrease
VNCE,Moderate Increase
VNCP,Stable
VNDA,Slight Decrease
VNDL,Significant Decrease
VNE,Slight Increase
VNGI,Moderate Decrease
VNO,Stable
VNRX,Significant Decrease
VNT,Slight Decrease
VNTR,Moderate Increase
VNTV,Slight Decrease
VNTX,Moderate Increase
VNUS,Significant Increase
VNWI,Slight Decrease
VNWK,Slight Decrease
VNX,Significant Increase
VOC,Slight Increase
VOCS,Slight Decrease
VODK,Significant Decrease
VOG,Moderate Increase
VOGT,Significant Increase
VOIC,Significant Decrease
VOIT,Significant Decrease
VOL,Moderate Increase
VOLC,Slight Decrease
VOLM,Significant Decrease
VOLT,Significant Decrease
VON,Moderate Increase
VOO,Significant Decrease
VOR,Significant Decrease
VORB,Slight Increase
VOT,Significant Decrease
VOTX,Significant Decrease
VOX,Moderate Increase
VOXW,Moderate Increase
VOXX,Slight Decrease
VOYA,Stable
VPEI,Slight Decrease
VPF,Stable
VPFG,Stable
VPG,Slight Decrease
VPHM,Moderate Decrease
VPI,Significant Increase
VPII,Significant Decrease
VPS,Moderate Increase
VPTI,Significant Decrease
VPUR,Stable
VQ,Moderate Increase
VR,Slight Increase
VRA,Moderate Increase
VRAD,Moderate Decrease
VRAR,Moderate Decrease
VRAY,Slight Decrease
VRAZ,Significant Increase
VRB,Moderate Decrease
VRBB,Significant Decrease
VRC,Moderate Increase
VRCA,Significant Decrease
VRCO,Slight Decrease
VRDN,Moderate Increase
VRDX,Significant Decrease
VRE,Significant Decrease
VRES,Moderate Increase
VREX,Slight Decrease
VRGE,Stable
VRGN,Significant Decrease
VRI,Significant Increase
VRII,Significant Decrease
VRIO,Moderate Increase
VRLN,Moderate Decrease
VRM,Moderate Increase
VRME,Significant Increase
VRML,Moderate Decrease
VRNG,Significant Increase
VRNM,Significant Decrease
VRNS,Stable
VRNT,Slight Increase
VRO,Stable
VRPX,Significant Decrease
VRRM,Stable
VRS,Significant Increase
VRSA,Slight Decrease
VRSI,Moderate Increase
VRSK,Moderate Increase
VRSN,Moderate Increase
VRSO,Slight Decrease
VRSY,Slight Decrease
VRT,Moderate Increase
VRTA,Slight Decrease
VRTB,Moderate Decrease
VRTS,Moderate Decrease
VRTU,Slight Decrease
VRTV,Slight Increase
VRTX,Moderate Decrease
VRTY,Moderate Decrease
VRUS,Moderate Increase
VRX,Significant Increase
VS,Slight Increase
VSAR,Significant Increase
VSAT,Moderate Increase
VSBN,Slight Decrease
VSCI,Moderate Decrease
VSCO,Moderate Decrease
VSCP,Significant Increase
VSE,Significant Decrease
VSEA,Significant Increase
VSEC,Moderate Increase
VSEN,Significant Decrease
VSF,Slight Decrease
VSH,Moderate Decrease
VSHP,Significant Increase
VSI,Moderate Decrease
VSIO,Moderate Decrease
VSLR,Slight Decrease
VSM,Moderate Decrease
VSNR,Significant Increase
VSNT,Significant Decrease
VSNX,Moderate Decrease
VSPA,Moderate Decrease
VSR,Moderate Increase
VST,Moderate Increase
VSTA,Moderate Decrease
VSTI,Significant Decrease
VSTM,Moderate Increase
VSTN,Significant Increase
VSTO,Significant Decrease
VSTR,Moderate Increase
VSTY,Significant Decrease
VSX,Significant Increase
VSY,Significant Decrease
VTA,Moderate Decrease
VTAE,Significant Decrease
VTAL,Slight Increase
VTC,Significant Decrease
VTEK,Moderate Decrease
VTEL,Significant Decrease
VTEN,Significant Decrease
VTEX,Slight Decrease
VTGN,Significant Decrease
VTGO,Moderate Decrease
VTI,Moderate Decrease
VTIQ,Slight Decrease
VTIV,Stable
VTK,Slight Decrease
VTL,Significant Decrease
VTLK,Slight Decrease
VTNC,Significant Decrease
VTNR,Moderate Increase
VTOL,Slight Increase
VTRA,Stable
VTRN,Moderate Decrease
VTRO,Significant Decrease
VTRS,Slight Decrease
VTRU,Moderate Increase
VTRX,Significant Decrease
VTS,Moderate Increase
VTSI,Significant Decrease
VTSS,Moderate Increase
VTUS,Moderate Increase
VTVT,Slight Decrease
VTYX,Significant Decrease
VUL,Stable
VUPDA,Moderate Decrease
VUZI,Moderate Decrease
VV,Slight Increase
VVC,Slight Decrease
VVI,Slight Increase
VVID,Significant Decrease
VVIS,Significant Decrease
VVNT,Moderate Increase
VVOS,Significant Decrease
VVTV,Stable
VVTVA,Slight Increase
VVUS,Slight Decrease
VVV,Moderate Increase
VVVI,Significant Decrease
VVX,Moderate Decrease
VWE,Slight Decrease
VWKS,Significant Decrease
VWPT,Slight Decrease
VWR,Stable
VWRX,Slight Decrease
VWTR,Moderate Increase
VWYK,Significant Decrease
VX,Stable
VXRT,Significant Decrease
VY,Significant Increase
VYBN,Slight Decrease
VYFC,Slight Decrease
VYGR,Significant Increase
VYNE,Significant Decrease
VYNT,Moderate Increase
VYQT,Moderate Decrease
VYRX,Significant Decrease
VYSI,Significant Increase
VYTL,Moderate Decrease
VYYO,Slight Increase
VZ,Slight Decrease
VZEQ,Moderate Decrease
VZIO,Moderate Increase
W,Moderate Increase
WAB,Slight Increase
WABC,Slight Increase
WAC,Slight Decrease
WACC,Significant Decrease
WACO,Moderate Increase
WACP,Moderate Increase
WADS,Moderate Increase
WAE,Significant Decrease
WAF,Significant Increase
WAFD,Stable
WAG,Slight Decrease
WAGE,Slight Decrease
WAGS,Significant Decrease
WAH,Moderate Increase
WAI,Moderate Increase
WAIN,Stable
WAIR,Stable
WAK,Moderate Increase
WAL,Slight Decrease
WALB,Moderate Decrease
WALD,Slight Decrease
WALL,Significant Decrease
WALS,Moderate Decrease
WAMA,Significant Decrease
WAMU,Stable
WAN,Moderate Decrease
WAND,Significant Increase
WANG,Moderate Decrease
WAR,Stable
WARN,Slight Decrease
WASH,Slight Decrease
WAT,Moderate Decrease
WATG,Slight Decrease
WATR,Moderate Increase
WATS,Stable
WATT,Moderate Decrease
WATTA,Stable
WAUW,Slight Decrease
WAVD,Slight Decrease
WAVE,Slight Increase
WAVO,Significant Decrease
WAVR,Slight Decrease
WAVT,Significant Increase
WAVX,Significant Decrease
WAXS,Moderate Decrease
WAYN,Stable
WB,Moderate Decrease
WBA,Slight Decrease
WBAN,Slight Decrease
WBAT,Stable
WBB,Slight Decrease
WBBC,Moderate Decrease
WBC,Moderate Decrease
WBCI,Slight Decrease
WBCO,Slight Decrease
WBD,Slight Decrease
WBED,Significant Decrease
WBEL,
WBF,Significant Increase
WBI,Slight Decrease
WBKC,Stable
WBMD,Slight Decrease
WBN,Moderate Decrease
WBNK,Slight Increase
WBPR,Stable
WBR,Moderate Increase
WBS,Stable
WBSN,Slight Decrease
WBST,Stable
WBT,Moderate Increase
WBVN,Significant Increase
WC,Stable
WCAA,Stable
WCAI,Slight Decrease
WCAT,Moderate Increase
WCB,Significant Increase
WCBI,Slight Decrease
WCBO,Stable
WCC,Slight Decrease
WCCI,Moderate Decrease
WCCX,Moderate Increase
WCEC,Significant Decrease
WCEN,Significant Decrease
WCF,Moderate Decrease
WCFB,Slight Decrease
WCG,Stable
WCH,Slight Decrease
WCHI,Slight Decrease
WCI,Significant Decrease
WCIC,Slight Decrease
WCII,Stable
WCLB,Significant Decrease
WCLX,Slight Decrease
WCN,Significant Decrease
WCO,Moderate Increase
WCOM,Slight Decrease
WCON,Moderate Increase
WCP,Significant Decrease
WCS,Moderate Increase
WCSI,Significant Decrease
WCSX,Moderate Decrease
WCTI,Significant Decrease
WCTV,Slight Increase
WCX,Significant Decrease
WD,Slight Decrease
WDAY,Slight Increase
WDBN,Significant Decrease
WDC,Significant Decrease
WDCL,Significant Increase
WDCO,Moderate Decrease
WDFC,Moderate Increase
WDHD,Moderate Increase
WDIM,Slight Decrease
WDMC,Stable
WDMR,Moderate Increase
WDR,Slight Decrease
WDRY,Slight Decrease
WDSI,Significant Decrease
WDST,Significant Decrease
WDT,Moderate Increase
WE,Moderate Increase
WEAV,Significant Increase
WEB,Slight Decrease
WEBC,Slight Decrease
WEBK,Slight Decrease
WEBP,Moderate Decrease
WEBR,Moderate Decrease
WEBS,Significant Increase
WEBT,Moderate Increase
WEBX,Moderate Decrease
WEC,Slight Decrease
WECO,Moderate Decrease
WED,Slight Decrease
WEDC,Stable
WEDE,Moderate Increase
WEDT,Significant Decrease
WEFC,Slight Decrease
WEFN,Moderate Decrease
WEG,Moderate Increase
WEH,Slight Decrease
WEHR,Significant Increase
WEIN,Significant Increase
WEIS,Moderate Increase
WEL,Slight Decrease
WELD,Moderate Increase
WELL,Significant Increase
WELS,Significant Increase
WELT,Significant Decrease
WEM,Significant Decrease
WEN,Stable
WENT,Significant Decrease
WEPC,Moderate Decrease
WERN,Moderate Increase
WES,Stable
WESB,Moderate Increase
WESC,Significant Increase
WEST,Moderate Decrease
WETF,Slight Decrease
WETT,Slight Decrease
WEX,Slight Decrease
WEY,Slight Decrease
WEYS,Slight Decrease
WF,Stable
WFBC,Slight Decrease
WFBI,Slight Decrease
WFC,Stable
WFCF,Slight Decrease
WFCI,Stable
WFCO,Slight Decrease
WFD,Stable
WFDS,Moderate Decrease
WFFI,Significant Decrease
WFHC,Significant Decrease
WFI,Slight Decrease
WFII,Moderate Decrease
WFLT,Significant Increase
WFM,Slight Decrease
WFMI,Moderate Increase
WFR,Moderate Increase
WFSB,Slight Decrease
WFSG,Significant Increase
WFSI,Stable
WFSL,Stable
WFT,Moderate Increase
WG,Slight Decrease
WGA,Significant Decrease
WGAT,Significant Decrease
WGBC,Stable
WGBS,Significant Decrease
WGEN,Significant Increase
WGER,Slight Decrease
WGHT,Moderate Decrease
WGII,Moderate Increase
WGL,Slight Decrease
WGNB,Moderate Decrease
WGNG,Significant Decrease
WGNR,Significant Decrease
WGO,Significant Decrease
WGOV,Stable
WGR,Moderate Increase
WGRD,Slight Decrease
WGTI,Significant Decrease
WH,Slight Decrease
WHAM,Moderate Decrease
WHC,Slight Decrease
WHCO,Moderate Decrease
WHCP,Slight Decrease
WHD,Moderate Increase
WHEL,Moderate Decrease
WHES,Moderate Decrease
WHFI,Significant Decrease
WHG,Slight Decrease
WHGB,Slight Decrease
WHI,Slight Increase
WHIT,Moderate Increase
WHL,Moderate Decrease
WHLM,Moderate Decrease
WHLS,Moderate Increase
WHMS,Moderate Increase
WHO,Slight Increase
WHOA,Significant Increase
WHOO,Moderate Increase
WHP,Significant Decrease
WHQ,Moderate Decrease
WHR,Slight Decrease
WHRC,Slight Increase
WHRN,Slight Decrease
WHRT,Significant Increase
WHT,Slight Decrease
WHTI,Slight Decrease
WHX,Moderate Decrease
WI,Slight Decrease
WIBC,Slight Decrease
WIC,Slight Increase
WID,Significant Decrease
WIDE,Significant Increase
WIE,Slight Decrease
WIEN,Slight Decrease
WIFI,Slight Decrease
WII,Moderate Increase
WIKD,Significant Decrease
WIKS,Significant Decrease
WIL,Moderate Decrease
WILD,Significant Decrease
WILF,Significant Increase
WILLA,Slight Increase
WILM,Slight Decrease
WILN,Slight Increase
WILS,Moderate Increase
WIN,Slight Increase
WINA,Significant Decrease
WIND,Moderate Increase
WINE,Moderate Decrease
WINEB,Moderate Decrease
WING,Moderate Increase
WINK,Significant Decrease
WINN,Stable
WINR,Slight Decrease
WINS,Moderate Decrease
WINT,Moderate Decrease
WIRE,Significant Decrease
WIRL,Stable
WISA,Significant Decrease
WISC,Moderate Decrease
WISE,Moderate Decrease
WISH,Significant Decrease
WIT,Moderate Decrease
WITC,Moderate Decrease
WITL,Moderate Decrease
WITS,Significant Decrease
WIX,Moderate Increase
WIXC,Moderate Increase
WJ,Significant Increase
WJCI,Moderate Increase
WJCO,Moderate Increase
WJET,Significant Decrease
WK,Slight Increase
WKGP,Significant Increase
WKHS,Significant Increase
WKR,Significant Increase
WKSP,Moderate Decrease
WKT,Significant Increase
WKW,Moderate Increase
WL,Moderate Decrease
WLA,Moderate Decrease
WLB,Moderate Increase
WLBC,Stable
WLBS,Moderate Increase
WLC,Moderate Decrease
WLD,Significant Decrease
WLDA,Moderate Decrease
WLDN,Moderate Increase
WLDR,Significant Increase
WLFC,Slight Increase
WLFI,Significant Increase
WLH,Slight Decrease
WLHN,Moderate Decrease
WLK,Significant Decrease
WLKR,Slight Decrease
WLKS,Slight Decrease
WLL,Significant Increase
WLLS,Moderate Increase
WLM,Moderate Decrease
WLMN,Moderate Increase
WLMR,Moderate Decrease
WLMS,Significant Decrease
WLNK,Moderate Decrease
WLP,Slight Decrease
WLPI,Slight Decrease
WLRF,Moderate Decrease
WLRH,Slight Decrease
WLS,Moderate Decrease
WLSC,Stable
WLSN,Significant Decrease
WLT,Significant Decrease
WLTN,Moderate Increase
WLTR,Stable
WLV,Moderate Increase
WLY,Slight Increase
WM,Stable
WMAR,Significant Decrease
WMB,Moderate Increase
WMC,Moderate Decrease
WMCI,Significant Decrease
WMCO,Stable
WMD,Moderate Decrease
WMFG,Significant Increase
WMG,Slight Decrease
WMGI,Slight Decrease
WMI,Slight Decrease
WMIC,Significant Decrease
WMIH,Significant Increase
WMK,Slight Decrease
WML,Slight Decrease
WMO,Stable
WMOR,Moderate Decrease
WMPN,Slight Decrease
WMRK,Moderate Decrease
WMRY,Moderate Decrease
WMS,Moderate Decrease
WMSI,Moderate Increase
WMT,Slight Decrease
WMTT,Significant Decrease
WMUX,Significant Decrease
WMX,Moderate Increase
WN,Slight Decrease
WNC,Significant Increase
WNCO,Slight Decrease
WND,Moderate Increase
WNDR,Significant Increase
WNDT,Slight Decrease
WNDY,Slight Decrease
WNEB,Slight Decrease
WNER,Slight Decrease
WNG,Moderate Increase
WNH,Slight Increase
WNI,Moderate Decrease
WNK,Slight Decrease
WNMC,Significant Decrease
WNMLA,Moderate Increase
WNMP,Moderate Decrease
WNNB,Slight Decrease
WNR,Moderate Decrease
WNRS,Significant Decrease
WNSI,Stable
WNST,Stable
WNT,Stable
WNTL,Significant Decrease
WNTX,Moderate Decrease
WNU,Moderate Increase
WNW,Moderate Increase
WOA,Slight Decrease
WOD,Moderate Increase
WODS,Moderate Decrease
WOFC,Slight Decrease
WOFG,Moderate Increase
WOG,Moderate Increase
WOIL,Moderate Decrease
WOL,Significant Increase
WOLA,Slight Decrease
WOLF,Slight Decrease
WOLV,Significant Decrease
WOM,Slight Increase
WOMN,Slight Decrease
WON,Slight Decrease
WOOD,Significant Decrease
WOOF,Slight Decrease
WOR,Stable
WORK,Significant Increase
WORM,Moderate Decrease
WORX,Significant Increase
WOSI,Significant Decrease
WOW,Moderate Increase
WOWI,Significant Decrease
WP,Moderate Decrease
WPAC,Significant Decrease
WPB,Moderate Decrease
WPC,Moderate Decrease
WPCI,Significant Decrease
WPCO,Slight Decrease
WPCS,Significant Increase
WPEC,Slight Decrease
WPETA,Moderate Increase
WPGI,Moderate Decrease
WPH,Significant Increase
WPI,Moderate Decrease
WPL,Slight Decrease
WPM,Moderate Increase
WPNE,Significant Increase
WPO,Stable
WPP,Moderate Increase
WPS,Slight Decrease
WPSC,Significant Decrease
WPSN,Stable
WPT,Moderate Decrease
WPTE,Significant Increase
WPWR,Moderate Increase
WPX,Significant Decrease
WPZ,Slight Decrease
WQNI,Moderate Increase
WR,Slight Decrease
WRAP,Moderate Increase
WRB,Stable
WRBY,Significant Increase
WRC,Slight Decrease
WRD,Significant Increase
WRES,Significant Decrease
WRIT,Slight Decrease
WRK,Slight Decrease
WRKS,Significant Decrease
WRLD,Moderate Increase
WRLS,Slight Decrease
WRN,Significant Decrease
WRNB,Slight Decrease
WRNC,Moderate Increase
WRO,Slight Decrease
WRP,Slight Decrease
WRPC,Moderate Increase
WRPS,Slight Decrease
WRS,Moderate Decrease
WRSI,Moderate Decrease
WRSP,Slight Decrease
WRT,Slight Increase
WRTC,Significant Decrease
WRTH,Significant Increase
WS,Significant Decrease
WSAI,Significant Decrease
WSAM,Stable
WSAU,Moderate Decrease
WSB,Slight Decrease
WSBA,Stable
WSBC,Slight Decrease
WSBF,Slight Decrease
WSBI,Slight Decrease
WSBK,Slight Decrease
WSC,Stable
WSCI,Moderate Decrease
WSDI,Significant Decrease
WSFG,Moderate Decrease
WSFS,Stable
WSG,Moderate Increase
WSGC,Moderate Increase
WSHI,Significant Increase
WSII,Slight Increase
WSKO,Slight Decrease
WSM,Moderate Decrease
WSMC,Stable
WSMP,Significant Increase
WSN,Moderate Decrease
WSO,Slight Decrease
WSOS,Moderate Increase
WSPI,Slight Decrease
WSR,Moderate Decrease
WSS,Moderate Increase
WSSI,Moderate Decrease
WSSX,Significant Increase
WST,Moderate Decrease
WSTC,Moderate Decrease
WSTE,Stable
WSTF,Significant Decrease
WSTG,Moderate Increase
WSTL,Moderate Increase
WSTM,Significant Increase
WSTN,Moderate Decrease
WSTNA,Moderate Increase
WSTO,Slight Decrease
WSTR,Slight Decrease
WSTW,Moderate Increase
WSTX,Significant Increase
WSVS,Moderate Decrease
WSW,Slight Decrease
WTA,Moderate Decrease
WTAR,Moderate Decrease
WTBA,Slight Decrease
WTBK,Moderate Decrease
WTDI,Significant Decrease
WTEC,Significant Decrease
WTEL,Moderate Increase
WTER,Significant Increase
WTFC,Stable
WTG,Moderate Decrease
WTHG,Significant Increase
WTHR,Significant Increase
WTI,Significant Decrease
WTLC,Significant Decrease
WTLK,Significant Decrease
WTNY,Slight Decrease
WTON,Slight Increase
WTR,Slight Decrease
WTRG,Stable
WTRH,Significant Decrease
WTRS,Moderate Increase
WTS,Stable
WTSC,Stable
WTSL,Significant Decrease
WTSLA,Significant Decrease
WTSM,Significant Increase
WTT,Moderate Decrease
WTTR,Moderate Increase
WTW,Slight Increase
WTWS,Significant Decrease
WTX,Slight Decrease
WTXT,Moderate Increase
WU,Slight Decrease
WUHN,Slight Decrease
WUI,Slight Increase
WULF,Moderate Increase
WUR,Slight Decrease
WVFC,Slight Decrease
WVMT,Significant Increase
WVTK,Significant Decrease
WVVI,Slight Decrease
WW,Moderate Decrease
WWAV,Stable
WWAY,Slight Decrease
WWCA,Slight Increase
WWD,Moderate Increase
WWE,Moderate Increase
WWEN,Slight Decrease
WWES,Significant Decrease
WWF,Significant Decrease
WWID,Significant Decrease
WWIN,Moderate Decrease
WWP,Slight Decrease
WWR,Stable
WWTK,Significant Decrease
WWTR,Moderate Increase
WWTV,Significant Increase
WWVY,Moderate Decrease
WWW,Slight Decrease
WWWM,Moderate Decrease
WWWW,Slight Decrease
WWY,Stable
WX,Slight Decrease
WXCO,Moderate Increase
WXS,Slight Decrease
WY,Stable
WYB,Slight Decrease
WYE,Stable
WYL,Moderate Decrease
WYMN,Significant Increase
WYN,Moderate Decrease
WYND,Moderate Decrease
WYNN,Moderate Increase
WYNT,Moderate Increase
WYO,Moderate Increase
WYPT,Slight Decrease
WYS,Moderate Decrease
WYSE,Significant Decrease
WYY,Slight Increase
WZE,Significant Decrease
WZR,Moderate Increase
X,Significant Decrease
XAID,Significant Increase
XAIR,Significant Decrease
XATA,Moderate Decrease
XBIO,Slight Decrease
XBIT,Moderate Decrease
XBKS,Stable
XC,Slight Decrease
XCAR,Significant Increase
XCED,Moderate Decrease
XCEL,Slight Decrease
XCIT,Significant Increase
XCL,Stable
XCO,Significant Increase
XCOA,Moderate Increase
XCOL,Moderate Increase
XCOM,Significant Decrease
XCR,Significant Decrease
XCRA,Significant Increase
XCUR,Significant Increase
XCYT,Moderate Increase
XEBC,Significant Increase
XEC,Significant Increase
XEL,Slight Decrease
XELA,Moderate Increase
XELB,Moderate Decrease
XENO,Significant Decrease
XENT,Moderate Decrease
XERS,Significant Increase
XETA,Moderate Increase
XFN,Slight Increase
XFOR,Slight Increase
XGEN,Significant Increase
XGN,Slight Increase
XGNT,Moderate Decrease
XGTI,Significant Increase
XICO,Significant Increase
XIDE,Moderate Decrease
XION,Moderate Increase
XIOX,Significant Decrease
XIRC,Significant Decrease
XJT,Slight Decrease
XL,Stable
XLCT,Moderate Decrease
XLDC,Moderate Decrease
XLG,Slight Decrease
XLGX,Moderate Increase
XLIC,Significant Decrease
XLNX,Moderate Increase
XLO,Significant Decrease
XLRN,Stable
XLS,Slight Decrease
XLSW,Significant Decrease
